age,enroll,priorearn,educ,female,nonwhite,z,married,foundjob
33,0,4000,12,1,0,1,1,1
23,1,98,12,0,0,1,0,1
36,0,10114,12,0,0,1,0,1
17,0,800,12,1,0,0,0,1
41,1,0,14,0,1,1,0,1
26,1,0,9,1,0,1,0,1
33,1,3000,12,1,1,1,1,1
21,0,4000,12,1,1,1,0,1
17,0,800,12,1,0,1,0,1
40,0,6000,12,0,1,1,0,1
52,0,1260,12,0,0,0,1,1
44,0,0,8,0,1,0,0,1
19,1,800,13,1,1,1,0,1
20,0,500,12,1,0,1,0,1
65,0,0,8,1,1,1,0,1
20,0,1600,14,1,0,1,0,1
34,1,1800,8,1,1,1,1,1
30,0,11655,12,0,0,0,1,1
34,1,7500,12,0,0,1,1,1
20,1,2800,10,0,0,1,0,1
22,0,3050,12,0,0,0,0,1
17,1,0,9,0,0,1,0,1
45,0,2500,12,1,0,0,1,1
34,0,9000,12,1,0,1,0,1
18,0,1022,10,1,1,0,0,1
37,1,9000,16,1,0,1,0,1
22,0,5610,12,1,0,0,1,1
36,0,0,12,0,0,0,1,1
46,1,9465,12,1,0,1,0,1
24,1,2500,12,0,1,1,0,1
47,0,1331,8,0,1,1,1,1
35,1,1055,12,0,0,1,0,1
19,1,425,13,1,1,1,0,1
29,0,0,10,0,0,0,0,1
41,0,77,12,1,0,0,0,1
18,1,0,9,1,0,1,0,1
23,1,0,13,1,1,1,1,1
27,0,8500,14,0,1,0,0,1
35,0,0,7,1,0,1,0,1
20,1,2500,12,0,0,1,0,1
34,0,5892,16,0,0,1,0,1
63,1,12262,12,0,0,1,1,1
29,0,2200,14,1,0,0,1,1
21,0,9146,12,0,0,1,0,1
17,0,0,10,0,0,0,0,1
49,0,700,10,1,0,0,1,1
46,1,3711,12,0,0,1,1,1
24,0,1020,11,1,0,0,0,1
40,1,5800,12,0,0,1,1,1
24,0,85,10,0,1,1,1,1
27,1,1244,12,0,0,1,0,1
35,1,0,10,1,0,1,0,1
34,0,435,14,1,0,1,0,1
36,1,22389,12,0,0,1,1,1
27,0,9000,14,0,1,1,0,1
35,1,18800,12,0,0,1,1,1
23,1,5000,10,0,1,1,0,1
40,1,0,8,1,0,1,1,1
30,1,728,12,0,0,1,0,1
26,0,0,11,1,0,1,1,1
38,0,4900,12,1,0,1,0,1
36,0,0,9,1,0,0,1,1
19,0,4900,12,0,0,1,0,1
18,1,1050,12,0,0,1,0,1
19,0,0,10,1,1,1,0,1
44,0,3000,12,0,0,0,0,1
23,1,0,12,1,0,1,0,1
35,0,1200,12,1,1,0,1,1
20,1,2500,13,0,0,1,0,1
21,1,3000,12,0,0,1,0,1
22,0,2000,11,0,1,0,0,1
37,1,500,15,0,1,1,0,1
28,1,17,10,0,1,1,0,1
25,1,7168,12,0,0,1,1,1
22,1,6700,11,1,0,1,0,1
45,0,2500,12,1,0,0,0,1
32,0,2000,12,1,1,0,1,1
48,1,4282,14,0,0,1,0,1
19,1,4193,12,1,0,1,0,1
22,0,180,16,1,1,0,0,1
27,0,0,9,1,0,1,1,1
44,0,0,14,0,0,1,0,1
26,0,0,12,0,1,0,1,1
31,0,4000,12,1,0,0,0,1
32,1,0,14,1,1,1,0,1
19,1,0,8,1,1,1,0,1
24,1,640,12,1,0,1,0,1
22,0,200,13,1,1,1,0,1
19,0,800,12,0,0,1,0,1
22,1,2512,13,0,0,1,0,1
17,0,2000,9,1,0,1,0,1
20,1,0,12,1,0,1,0,1
31,1,1200,12,0,1,1,0,1
39,1,224,16,1,0,1,1,1
20,1,2500,14,1,0,1,0,1
21,1,4500,10,0,0,1,0,1
38,0,13000,16,0,1,0,1,1
36,0,0,9,1,1,1,0,1
28,0,0,11,1,1,1,0,1
40,1,0,17,0,0,1,0,1
28,1,2000,13,0,0,1,0,1
40,0,48,10,1,0,0,1,1
19,0,140,12,1,1,1,0,1
20,1,2900,11,0,0,1,0,1
43,0,11711,14,0,1,0,1,1
50,1,468,8,1,0,1,0,1
39,1,2282,10,1,0,1,1,1
17,1,350,9,0,0,1,0,1
18,0,200,11,1,0,1,1,1
39,0,3000,12,1,0,1,1,1
37,1,5212,11,1,1,1,0,1
66,0,6000,12,1,0,0,0,1
20,0,2300,13,0,1,1,0,1
28,0,2652,12,1,0,0,0,1
30,0,2900,12,1,0,0,1,1
48,1,5280,16,0,0,1,1,1
20,0,0,12,1,1,0,0,1
17,1,500,10,0,1,1,0,1
34,0,0,9,1,0,0,1,1
31,1,402,10,0,1,1,0,1
30,0,4266,15,1,0,1,0,1
22,0,2912,13,1,1,1,0,1
23,1,12000,12,0,0,1,1,1
21,1,2007,12,0,0,1,0,1
28,0,10266,13,0,1,0,0,1
37,1,1600,8,1,1,1,1,1
25,1,299,11,1,0,1,0,1
37,0,6000,13,1,0,0,0,1
26,1,1600,16,0,1,1,0,1
41,1,275,13,0,0,1,0,1
21,1,100,10,1,0,1,0,1
24,0,0,11,1,1,0,0,1
32,1,4000,12,0,0,1,0,1
24,0,98,12,1,0,0,0,1
25,0,1300,12,1,1,1,0,1
24,0,500,12,1,1,1,0,1
35,1,500,12,0,0,1,0,1
26,1,0,12,1,0,1,0,1
21,0,145,12,0,1,0,0,1
38,1,0,14,0,1,1,0,1
28,0,4790,13,0,0,1,1,1
35,0,0,14,1,0,1,0,1
31,1,0,15,1,1,1,0,1
23,1,1739,16,0,0,1,0,1
19,1,160,8,1,0,1,0,1
18,1,5229,10,0,0,0,0,1
18,1,207,10,0,1,1,0,1
27,0,6000,12,0,1,0,0,1
20,1,3183,11,0,1,1,0,1
27,1,9000,12,0,1,1,1,1
38,1,0,11,1,0,1,1,1
37,0,9000,12,1,0,1,0,1
57,1,0,12,1,0,1,1,1
30,0,6000,10,0,0,0,0,1
19,1,5300,11,0,0,1,1,1
39,1,11500,10,1,0,1,0,1
73,0,0,11,0,1,1,1,1
54,0,3630,12,0,1,0,0,1
18,1,1200,10,1,0,1,0,1
18,1,1650,11,0,1,1,0,1
28,1,7000,12,1,0,1,0,1
28,0,0,10,1,0,1,0,1
33,0,2500,11,0,0,1,0,1
36,1,0,12,1,1,1,1,1
21,0,4848,12,1,0,0,0,1
30,0,7800,11,0,0,1,1,1
30,0,8161,12,1,1,1,0,1
65,1,2700,13,1,0,1,1,1
45,0,0,8,1,1,0,0,1
33,1,5985,16,0,0,1,1,1
18,1,700,12,0,0,1,1,1
20,0,1987,12,0,0,0,0,1
19,0,2500,12,0,0,0,0,1
17,0,900,10,0,1,0,0,1
28,1,0,11,1,1,1,0,1
31,1,1200,11,1,1,1,0,1
37,1,1500,12,0,1,1,1,1
34,0,11000,12,0,0,1,0,1
52,0,6000,9,0,0,1,1,1
29,1,0,13,1,0,0,0,1
20,0,5000,11,1,0,0,0,1
27,1,10000,12,1,1,1,1,1
32,1,912,16,0,0,1,1,1
31,1,1400,11,0,0,1,0,1
18,0,0,10,1,1,0,0,1
24,1,2500,12,1,1,1,0,1
27,1,6840,10,1,0,1,0,1
19,1,2722,9,0,1,1,0,1
30,0,1000,17,0,1,1,0,1
17,0,1500,12,1,0,1,0,1
22,1,975,16,1,1,1,0,1
30,0,6400,11,0,1,1,1,1
20,1,300,12,1,1,1,0,1
30,0,1500,14,1,0,0,0,1
33,0,4368,11,1,0,0,0,1
32,1,7000,10,0,0,1,1,1
26,0,0,11,1,0,1,0,1
17,1,0,8,0,0,1,0,1
19,0,1100,12,1,0,1,0,1
22,0,4800,14,0,0,1,0,1
30,0,0,8,0,1,0,0,1
42,0,7200,16,0,0,1,1,1
30,1,0,10,0,0,1,0,1
21,1,0,12,1,1,1,0,1
32,1,1700,16,1,0,1,1,1
31,1,0,9,1,0,1,0,1
21,1,800,13,1,0,1,0,1
17,0,0,8,0,0,0,0,1
33,0,0,9,1,1,1,0,1
33,1,4395,12,1,1,1,0,1
21,1,2600,12,1,0,1,0,1
19,0,2000,12,1,0,0,1,1
36,0,0,16,1,1,0,1,1
34,0,2355,12,1,0,1,1,1
38,1,40,14,1,1,1,0,1
39,0,4522,14,0,0,1,0,1
46,1,7000,8,1,0,1,1,1
19,0,800,11,1,0,1,0,1
19,0,600,9,0,1,1,0,1
31,1,5702,12,0,1,1,0,1
33,1,1154,11,1,0,1,1,1
30,1,300,14,1,0,1,0,1
36,1,3000,14,0,1,1,0,1
52,0,0,9,1,0,0,0,1
26,1,0,12,1,1,1,0,1
25,1,2000,12,0,0,1,0,1
29,1,0,15,1,0,1,1,1
34,1,1900,8,0,0,1,0,1
37,1,1800,13,1,0,0,0,1
26,1,300,12,1,1,1,0,1
27,1,8000,12,1,1,1,0,1
38,0,2180,12,1,1,0,1,1
30,0,1000,11,1,0,0,0,1
37,1,7000,12,1,1,1,0,1
29,1,0,8,1,0,1,1,1
32,1,10184,12,0,0,1,0,1
28,0,5000,10,1,0,0,0,1
22,0,3000,12,0,1,0,0,1
40,0,13000,12,0,0,0,1,1
41,0,15600,11,0,1,0,1,1
24,1,4000,12,0,1,1,0,1
36,0,5000,15,0,1,0,0,1
37,0,1200,12,1,1,1,1,1
18,1,960,11,1,0,1,0,1
32,0,1500,9,1,1,0,0,1
42,0,6000,14,0,0,0,0,1
18,0,129,12,1,1,0,0,1
42,1,3497,13,1,0,1,1,1
19,1,564,11,0,1,1,0,1
23,1,824,8,0,0,1,1,1
21,0,0,10,1,0,1,1,1
26,0,6500,12,0,0,0,1,1
25,1,4019,14,1,0,1,0,1
27,0,700,15,1,1,1,0,1
20,0,2800,13,1,0,0,0,1
44,1,5000,12,1,0,1,0,1
24,1,2193,10,1,0,1,1,1
24,1,2112,12,1,1,1,0,1
24,0,10000,12,1,0,1,1,1
39,1,12765,12,0,0,1,1,1
37,1,2700,14,0,0,1,1,1
25,0,8000,8,0,0,0,0,1
18,1,54,12,0,1,1,0,1
21,1,640,11,0,0,1,0,1
33,1,0,12,0,1,1,0,1
25,0,300,12,0,1,0,0,1
65,0,0,12,0,1,0,0,1
19,1,4845,11,0,1,1,0,1
20,0,7000,12,0,0,1,0,1
18,0,0,10,1,1,0,0,1
35,1,5600,15,0,0,1,0,1
56,1,0,15,1,0,1,0,1
33,1,0,12,1,1,1,1,1
24,0,20000,12,0,0,1,1,1
20,1,1790,13,0,0,1,0,1
31,0,990,10,1,1,0,1,1
24,0,5600,12,0,0,1,1,1
33,1,0,11,1,0,1,1,1
44,1,6000,17,0,0,1,0,1
21,1,0,13,0,1,1,0,1
21,0,3780,10,0,0,0,1,1
30,0,5592,12,1,0,1,0,1
21,0,0,11,0,1,0,0,1
23,0,0,12,1,0,1,0,1
19,1,72,12,1,0,1,1,1
23,1,400,12,1,0,1,0,1
41,0,2400,12,0,1,0,0,1
32,1,12000,11,0,1,1,1,1
45,1,0,11,1,1,1,1,1
20,0,3500,12,1,0,0,0,1
34,1,0,10,1,1,1,0,1
21,1,3000,11,0,0,1,0,1
23,0,0,12,0,0,1,0,1
25,1,960,10,1,0,1,0,1
32,0,5850,12,1,0,0,0,1
19,1,302,11,0,1,1,0,1
18,0,54,12,1,1,1,0,1
25,1,2937,12,1,1,1,0,1
20,1,3932,12,0,0,1,0,1
18,1,400,11,1,0,1,1,1
25,1,0,12,1,0,1,1,1
42,1,3360,11,0,0,1,0,1
20,0,9465,12,0,0,0,1,1
22,1,5000,15,0,0,1,0,1
30,1,7500,12,1,0,1,0,1
61,1,8904,12,1,0,1,0,1
36,1,0,17,0,1,1,0,1
21,1,1200,12,0,0,1,0,1
24,0,100,9,1,1,1,0,1
26,0,3702,13,1,1,0,1,1
17,1,3200,9,0,1,1,0,1
30,0,3000,11,0,0,1,0,1
16,0,0,9,0,1,0,0,1
25,0,11000,12,1,1,0,0,1
37,0,4000,12,0,0,0,1,1
43,1,0,9,0,0,1,1,1
25,0,7200,9,1,0,1,0,1
49,1,303,12,0,0,1,1,1
22,1,100,10,1,1,1,0,1
26,0,2000,11,1,1,1,0,1
20,0,0,15,1,0,1,0,1
31,0,3000,12,0,0,1,1,1
27,1,2000,12,0,1,1,0,1
20,1,0,12,1,0,1,0,1
33,1,10000,11,1,0,1,0,1
29,1,0,12,1,1,1,0,1
25,0,2200,12,0,0,0,1,1
28,1,11869,14,1,1,1,0,1
37,0,3000,12,0,1,1,0,1
24,0,1500,9,1,0,1,0,1
26,1,2737,11,0,1,1,1,1
37,0,3000,8,0,1,1,1,1
33,1,6390,10,1,1,1,0,1
39,1,0,12,0,1,1,1,1
23,1,12000,11,1,0,1,0,1
24,0,0,12,1,1,1,1,1
19,1,3400,10,1,0,1,0,1
29,0,3000,13,0,1,0,0,1
41,0,10050,12,0,0,0,1,1
18,1,0,10,1,1,1,0,1
36,1,2270,12,0,0,1,0,1
32,1,0,9,0,1,1,0,1
20,0,0,12,1,1,1,0,1
39,1,0,10,1,0,1,0,1
33,1,504,13,1,0,1,1,1
21,1,4140,12,1,1,1,0,1
20,1,120,12,1,1,1,0,1
19,1,1900,12,1,0,1,0,1
34,1,100,12,0,1,1,0,1
20,0,6800,12,1,0,0,0,1
19,0,1807,10,0,1,0,0,1
31,0,8640,10,1,1,0,0,1
19,1,1200,10,0,0,1,0,1
34,1,8600,8,1,1,1,1,1
19,0,4000,12,1,1,1,0,1
32,0,3200,10,0,1,0,0,1
42,1,1600,17,1,1,1,0,1
53,0,3000,12,1,1,1,0,1
23,1,5826,10,0,0,1,0,1
37,1,1200,12,1,0,1,0,1
21,1,400,12,0,1,1,0,1
17,0,0,10,0,1,0,0,1
19,1,1118,11,1,0,1,0,1
33,1,2400,12,0,0,1,1,1
19,1,0,10,1,0,1,1,1
32,1,600,8,1,1,1,1,1
43,1,3677,16,1,0,1,0,1
51,0,5000,14,0,1,1,1,1
32,0,1800,12,0,1,0,0,1
19,1,5760,12,0,0,1,0,1
24,0,7488,13,1,0,1,0,1
17,0,800,10,1,1,1,0,1
22,0,0,12,1,1,1,0,1
35,1,1500,12,1,0,1,1,1
18,1,2200,10,0,1,1,0,1
16,0,0,8,1,0,0,0,1
26,1,402,9,0,0,1,0,1
45,0,1200,9,1,1,0,0,1
32,1,7992,12,1,0,1,0,1
21,0,1500,11,1,0,1,0,1
26,0,8000,12,0,0,0,0,1
28,1,6000,14,1,0,1,1,1
21,0,1716,12,1,0,0,0,1
21,1,4000,12,1,0,1,0,1
36,1,9000,16,0,0,1,1,1
17,1,0,10,0,0,1,0,1
37,0,6000,10,0,1,1,1,1
49,0,0,12,1,1,1,1,1
29,0,0,8,0,0,1,0,1
41,0,1300,10,0,1,1,0,1
31,1,4700,12,1,0,1,0,1
52,0,1750,14,0,0,1,0,1
21,0,0,11,0,1,0,0,1
18,1,100,8,1,0,1,0,1
50,1,0,8,1,1,1,0,1
30,0,4800,16,0,1,1,0,1
19,0,148,12,1,0,1,0,1
42,0,10230,14,0,0,0,1,1
23,0,0,12,0,1,0,0,1
23,1,2000,11,0,0,1,1,1
28,0,4500,12,0,0,0,1,1
26,0,10000,14,1,1,0,0,1
17,0,3000,10,0,1,0,1,1
41,0,8000,12,0,0,1,1,1
29,0,3000,16,0,1,1,0,1
16,1,0,9,0,0,1,0,1
22,0,3500,12,1,0,0,0,1
21,1,956,11,1,0,1,0,1
24,1,7571,8,1,0,1,1,1
23,0,0,12,1,1,1,0,1
24,0,6500,12,0,0,0,0,1
23,1,1200,12,0,0,1,0,1
26,1,3000,12,1,0,1,0,1
43,0,8372,8,1,1,1,0,1
31,0,500,12,0,1,1,0,1
37,0,8394,15,1,0,0,0,1
28,1,5000,12,0,0,1,1,1
35,1,4832,16,1,0,1,0,1
31,1,1200,12,1,0,1,0,1
32,1,0,12,1,0,1,0,1
21,0,0,9,1,0,0,0,1
27,1,0,10,1,0,1,1,1
22,0,1500,12,0,0,0,0,1
33,1,185,14,0,0,1,0,1
23,0,2100,13,0,1,1,0,1
34,0,900,12,0,0,0,0,1
20,1,2011,11,1,0,1,1,1
54,1,1400,8,1,0,1,0,1
24,1,725,12,1,1,1,1,1
37,1,0,13,1,1,1,0,1
35,1,6000,11,0,1,1,1,1
37,1,4958,13,0,0,1,1,1
25,0,24000,14,0,1,1,1,1
57,1,16000,12,1,0,1,1,1
21,1,3000,14,1,1,1,0,1
49,1,5720,15,1,1,1,0,1
27,0,1000,12,1,0,0,0,1
25,1,2000,12,0,1,1,0,1
16,1,2700,9,1,1,1,0,1
18,0,100,10,1,1,0,0,1
16,0,0,8,1,0,0,0,1
21,1,9000,13,0,0,1,0,1
27,0,5394,10,0,0,1,1,1
38,0,0,12,1,0,1,1,1
30,0,0,12,1,1,0,0,1
19,1,1576,9,0,1,1,0,1
27,0,0,9,1,0,0,0,1
23,1,0,12,0,0,1,0,1
20,1,282,12,1,1,1,1,1
25,0,630,12,1,0,0,1,1
20,1,804,10,1,1,1,1,1
44,1,21246,12,0,0,1,1,1
19,0,3000,12,0,1,1,0,1
18,1,900,12,0,1,1,0,1
18,1,3158,10,1,0,1,0,1
41,1,3500,8,1,1,1,0,1
32,1,1190,10,0,1,1,0,1
33,0,2200,13,1,0,0,1,1
18,0,0,8,1,0,1,0,1
45,0,4902,14,1,1,0,0,1
33,0,9347,8,0,0,1,1,1
18,1,134,10,0,1,1,0,1
28,1,5432,12,1,0,1,0,1
33,1,6000,10,1,0,1,0,1
17,1,0,9,0,1,1,0,1
18,0,0,8,1,1,0,0,1
24,0,1601,11,0,1,0,1,1
19,0,1600,9,1,1,0,0,1
26,0,12000,12,1,1,1,0,1
33,1,11840,12,0,0,1,0,1
42,0,11000,16,0,0,0,0,1
37,0,2974,9,1,1,0,0,1
31,1,2000,12,0,1,1,0,1
25,1,640,12,0,1,1,0,1
22,0,3000,12,0,1,1,0,1
42,0,3700,9,1,1,1,0,1
38,0,3000,11,0,1,1,0,1
34,1,442,12,1,0,1,0,1
24,0,1760,13,1,1,0,0,1
19,1,1055,11,0,0,1,0,1
36,0,12000,12,0,0,0,1,1
23,1,7050,14,0,0,1,0,1
56,0,3000,12,1,0,1,0,1
29,0,5000,9,0,0,0,1,1
32,1,10300,11,0,0,1,1,1
21,0,2427,10,1,0,0,1,1
37,1,711,12,1,0,1,1,1
21,1,5000,13,0,0,1,1,1
36,0,2800,10,0,0,0,0,1
39,0,15000,13,1,0,0,0,1
32,0,900,11,1,0,0,1,1
25,0,1800,12,0,1,0,0,1
19,0,2500,12,0,1,0,0,1
17,1,0,10,0,1,1,0,1
32,0,5382,13,1,0,1,0,1
25,1,3900,12,0,0,1,1,1
21,1,4500,12,0,0,1,0,1
18,0,1507,12,0,0,1,0,1
20,1,3223,12,1,0,1,0,1
55,1,845,15,0,1,1,0,1
24,0,2300,13,1,0,0,0,1
49,0,28,12,0,0,0,0,1
40,1,0,10,1,0,1,0,1
36,0,0,11,1,0,0,0,1
38,0,5000,16,0,0,0,0,1
50,0,0,13,1,0,1,0,1
23,1,3000,11,1,0,1,0,1
19,0,2000,12,1,0,0,0,1
22,0,5200,13,1,0,1,0,1
35,1,155,13,1,1,1,0,1
23,0,200,12,0,1,1,0,1
24,1,200,13,0,1,0,0,1
47,1,507,11,1,0,1,1,1
30,0,6100,12,1,1,1,0,1
19,1,1500,12,0,1,1,1,1
20,0,0,12,1,1,0,0,1
27,0,9778,12,0,0,0,1,1
31,0,0,11,1,0,0,0,1
24,1,1094,11,0,0,1,1,1
22,0,0,12,0,0,0,0,1
16,0,0,11,1,1,0,0,1
42,0,2000,11,0,1,1,1,1
23,1,4723,12,1,1,1,0,1
20,1,6812,12,0,1,1,0,1
26,0,7000,14,0,0,1,1,1
36,0,3500,11,0,1,0,0,1
19,0,1000,10,0,0,0,0,1
20,0,3870,14,0,1,0,0,1
25,1,9064,11,1,0,1,1,1
23,1,3100,12,1,1,1,0,1
32,0,14000,12,1,0,0,0,1
36,1,23,14,0,1,1,1,1
66,1,0,16,0,0,1,1,1
35,1,2820,14,1,1,1,0,1
19,0,2000,12,1,0,0,0,1
28,1,0,16,0,1,1,0,1
32,0,0,12,0,0,1,0,1
28,0,200,11,0,1,1,1,1
21,1,4000,15,1,0,1,0,1
28,0,9600,15,0,0,0,0,1
31,0,0,11,1,0,1,0,1
31,0,0,12,0,0,0,0,1
24,1,11000,16,0,0,1,0,1
26,1,1407,12,1,1,1,0,1
19,0,95,12,1,1,1,0,1
38,0,3400,12,0,0,1,0,1
19,1,998,9,0,1,1,0,1
18,0,5800,12,0,1,1,0,1
19,0,3000,12,1,1,1,0,1
27,0,10000,12,1,0,1,0,1
23,0,0,12,1,0,1,0,1
49,0,7000,12,0,0,1,1,1
41,1,40,15,1,1,1,0,1
21,1,4,11,0,0,1,0,1
34,1,1446,14,1,1,1,0,1
20,1,613,10,0,0,1,1,1
31,0,7000,12,0,1,0,0,1
26,0,3500,11,1,1,0,0,1
25,0,0,16,1,0,1,0,1
35,1,10000,9,0,0,1,1,1
27,0,0,9,0,1,0,0,1
36,1,14469,12,0,0,1,1,1
44,1,3500,12,0,0,1,1,1
56,0,3000,8,1,1,1,0,1
18,1,3900,12,0,0,1,0,1
18,0,0,12,1,1,0,0,1
20,0,8182,12,1,1,0,0,1
17,0,450,13,1,1,0,0,1
47,0,0,9,0,1,0,0,1
31,0,4791,12,0,1,1,0,1
34,1,7500,12,0,0,1,1,1
33,1,12600,12,0,0,1,1,1
18,0,0,9,1,0,0,1,1
29,0,14000,14,0,1,1,1,1
20,1,3629,14,0,0,1,0,1
36,0,10056,12,1,0,1,0,1
23,0,150,10,0,0,1,1,1
26,1,6000,12,1,1,1,0,1
20,0,0,13,1,1,1,1,1
17,1,0,9,1,1,1,0,1
52,1,0,12,1,0,1,0,1
28,1,1120,9,1,0,1,0,1
21,0,3476,13,1,1,0,0,1
23,0,1031,10,0,0,0,0,1
36,1,2512,12,0,0,1,0,1
20,1,68,12,1,0,1,0,1
19,1,1535,11,0,1,1,1,1
38,0,2000,14,0,1,1,0,1
35,1,7000,10,0,0,1,1,1
31,1,2500,12,1,0,1,0,1
27,0,6030,12,0,0,0,1,1
40,1,129,14,0,0,1,1,1
35,1,0,12,0,1,1,0,1
49,1,6438,8,1,0,1,1,1
43,0,5294,17,1,0,1,0,1
18,0,98,11,0,0,0,0,1
19,0,0,12,1,1,1,0,1
48,1,6000,14,0,0,1,1,1
28,1,5250,11,0,0,1,1,1
39,1,2400,9,0,1,1,0,1
39,0,2400,13,0,1,0,0,1
27,1,112,9,1,1,1,1,1
34,0,384,11,1,1,1,0,1
47,1,0,10,1,1,1,0,1
29,0,0,10,0,1,1,0,1
57,0,3990,12,0,0,1,0,1
35,0,700,10,1,1,1,0,1
25,1,8000,12,1,1,1,0,1
25,0,7000,11,0,0,1,0,1
24,1,0,12,1,1,1,0,1
30,1,2000,11,1,1,1,0,1
41,0,1000,8,1,1,0,1,1
31,1,5500,11,0,0,1,0,1
25,1,3000,8,0,0,1,1,1
30,0,1200,11,0,0,0,0,1
38,0,10000,14,0,1,0,1,1
22,0,224,12,0,0,1,0,1
19,0,1181,12,0,0,1,0,1
40,1,8912,12,1,0,1,1,1
19,1,98,12,1,0,1,0,1
53,0,8800,12,1,0,0,0,1
45,1,560,9,1,0,1,1,1
48,1,2061,15,0,1,1,0,1
35,1,0,12,1,1,1,0,1
34,1,1100,12,1,0,1,0,1
23,0,8000,12,1,1,1,0,1
24,0,6000,11,1,0,0,0,1
21,0,3763,14,0,0,0,1,1
30,1,3000,15,1,0,1,0,1
31,1,1400,15,1,1,1,0,1
22,0,4008,12,1,1,1,0,1
24,0,0,12,1,1,0,0,1
17,0,0,11,1,0,1,0,1
25,0,0,9,1,0,1,0,1
24,0,3000,12,0,0,1,0,1
36,1,2600,13,1,0,1,0,1
26,1,3500,15,1,1,1,1,1
23,0,6000,12,1,0,1,1,1
53,0,700,12,0,0,1,0,1
24,0,0,12,0,0,1,1,1
39,0,0,8,0,1,1,1,1
25,1,2571,8,1,1,1,0,1
19,0,0,10,1,1,0,0,1
20,1,812,11,1,0,1,0,1
20,1,1364,9,0,0,1,0,1
20,0,402,14,1,0,0,0,1
41,0,3000,12,1,1,0,0,1
24,0,3000,11,0,0,0,0,1
64,1,0,10,1,0,1,0,1
22,0,0,12,1,0,0,0,1
65,0,5000,12,1,0,1,0,1
24,0,500,12,0,0,0,0,1
23,1,0,12,0,1,1,0,1
22,0,2800,11,1,0,0,0,1
20,1,4500,12,0,1,1,1,1
36,0,13000,12,0,0,1,0,1
40,0,2272,12,1,0,1,1,1
37,1,278,11,1,0,1,0,1
19,0,597,12,0,0,1,0,1
39,0,1400,12,1,0,1,1,1
38,0,1741,17,1,1,0,0,1
22,0,1500,12,0,1,1,1,1
18,0,4020,10,0,1,1,1,1
17,1,1137,9,1,0,1,0,1
33,1,2200,16,1,0,1,0,1
22,1,2400,14,1,0,1,0,1
32,0,90,8,0,1,1,0,1
35,0,13658,11,1,0,1,0,1
25,0,6000,8,0,0,0,0,1
21,1,2250,11,1,0,1,0,1
30,0,4604,12,1,0,1,1,1
18,1,300,12,1,1,1,0,1
18,1,8000,11,0,1,1,0,1
26,0,4728,14,0,1,0,1,1
18,0,0,11,0,0,0,0,1
23,1,150,12,1,0,1,0,1
32,0,0,12,1,1,0,0,1
25,0,1000,9,1,0,0,1,1
41,0,1000,12,0,1,1,1,1
22,1,6248,11,1,0,1,0,1
32,0,0,7,1,1,0,1,1
51,1,0,10,0,0,1,1,1
36,1,9500,10,1,0,1,0,1
22,1,1030,12,1,0,1,0,1
35,0,800,16,0,1,0,0,1
50,1,0,8,0,0,1,1,1
37,0,800,14,1,0,1,1,1
33,0,3754,12,0,1,1,0,1
26,1,2604,12,1,0,1,1,1
42,0,0,8,0,0,1,0,1
33,0,0,12,1,0,0,0,1
23,1,12030,12,0,0,1,0,1
24,1,3432,10,1,1,1,0,1
43,0,0,8,0,0,1,0,1
19,0,0,13,1,0,0,0,1
27,0,0,12,0,1,1,0,1
34,0,2500,12,1,0,0,1,1
31,0,209,12,1,1,1,1,1
23,0,7000,13,1,0,0,0,1
26,0,1200,10,1,0,0,0,1
35,0,4864,12,0,0,1,1,1
35,1,13000,12,0,1,1,1,1
36,1,2600,12,0,1,1,0,1
18,1,0,12,1,1,1,0,1
18,1,6000,12,1,0,1,0,1
23,1,295,12,1,1,1,1,1
26,1,0,9,1,0,1,1,1
19,0,2000,11,0,1,1,0,1
20,0,0,10,0,1,0,0,1
22,1,6000,13,0,0,1,0,1
37,1,6500,12,1,0,1,0,1
21,0,350,8,0,0,0,0,1
28,0,950,11,1,0,0,0,1
36,0,4850,12,0,0,1,1,1
18,1,0,11,1,1,1,0,1
46,1,1648,9,1,1,1,0,1
17,1,0,11,1,0,1,0,1
37,1,1905,11,1,0,1,0,1
36,0,0,14,0,1,0,1,1
61,0,0,8,1,0,0,1,1
27,1,0,12,1,1,1,1,1
34,0,0,11,1,1,0,1,1
17,0,24,10,1,0,1,0,1
20,1,8000,12,0,0,1,0,1
31,1,0,8,1,1,1,0,1
41,1,0,12,0,0,1,1,1
20,0,3000,12,1,1,0,0,1
38,0,0,14,1,1,0,1,1
32,0,9000,12,1,0,0,0,1
27,0,0,11,1,0,1,0,1
24,1,0,12,1,0,1,1,1
23,1,6072,12,1,1,1,0,1
42,1,4328,12,1,0,1,1,1
25,1,3800,10,1,0,1,0,1
29,0,4620,10,1,0,1,1,1
35,0,6500,12,1,1,0,0,1
18,1,2079,12,1,0,1,0,1
26,0,4720,11,0,0,1,0,1
25,1,1800,15,1,0,1,0,1
25,0,6720,12,0,0,1,0,1
21,0,915,12,0,1,1,0,1
19,0,3300,11,1,1,1,0,1
24,0,2000,10,0,0,0,0,1
31,1,0,10,1,0,1,1,1
22,1,5000,14,1,1,1,0,1
18,0,300,12,1,1,1,0,1
32,0,4000,10,0,1,0,0,1
31,0,5460,10,0,0,1,1,1
17,0,538,10,1,0,0,0,1
16,0,0,11,0,1,1,0,1
